"Entity","Code","Year","palm_oil__00000257__production__005510__tonnes"
"Liberia","LBR",1973,17000
"Liberia","LBR",1974,19000
"Liberia","LBR",1975,23000
"Liberia","LBR",1976,24000
"Liberia","LBR",1977,25000
"Liberia","LBR",1978,25000
"Liberia","LBR",1979,26000
"Liberia","LBR",1980,27000
"Liberia","LBR",1981,25000
"Liberia","LBR",1982,30000
"Liberia","LBR",1983,30000
"Liberia","LBR",1984,34000
"Liberia","LBR",1985,34000
"Liberia","LBR",1986,30000
"Liberia","LBR",1987,27500
"Liberia","LBR",1988,26000
"Liberia","LBR",1989,25000
"Liberia","LBR",1990,23500
"Liberia","LBR",1991,35000
"Liberia","LBR",1992,35000
"Liberia","LBR",1993,35000
"Liberia","LBR",1994,36000
"Liberia","LBR",1995,35000
"Liberia","LBR",1996,32915
"Liberia","LBR",1997,42000
"Liberia","LBR",1998,42000
"Liberia","LBR",1999,42000
"Liberia","LBR",2000,42000
"Liberia","LBR",2001,42000
"Liberia","LBR",2002,42000
"Liberia","LBR",2003,42000
"Liberia","LBR",2004,42000
"Liberia","LBR",2005,42000
"Liberia","LBR",2006,42000
"Liberia","LBR",2007,42000
"Liberia","LBR",2008,42000
"Liberia","LBR",2009,42000
"Liberia","LBR",2010,42000
"Liberia","LBR",2011,42000
"Liberia","LBR",2012,42000
"Liberia","LBR",2013,42000
"Liberia","LBR",2014,42000
"Liberia","LBR",2015,42000
"Liberia","LBR",2016,42000
"Liberia","LBR",2017,42000
"Liberia","LBR",2018,42000
"Liberia","LBR",2019,42000
"Liberia","LBR",2020,45000
"Liberia","LBR",2021,45000
"Liberia","LBR",2022,45000
"Low Income Food Deficit Countries (FAO)",NA,1961,381282
"Low Income Food Deficit Countries (FAO)",NA,1962,388206
"Low Income Food Deficit Countries (FAO)",NA,1963,407304
"Low Income Food Deficit Countries (FAO)",NA,1964,396722
"Low Income Food Deficit Countries (FAO)",NA,1965,368477
"Low Income Food Deficit Countries (FAO)",NA,1966,364249
"Low Income Food Deficit Countries (FAO)",NA,1967,419507
"Low Income Food Deficit Countries (FAO)",NA,1968,471621
"Low Income Food Deficit Countries (FAO)",NA,1969,478196
"Low Income Food Deficit Countries (FAO)",NA,1970,476379
"Low Income Food Deficit Countries (FAO)",NA,1971,452357
"Low Income Food Deficit Countries (FAO)",NA,1972,422190
"Low Income Food Deficit Countries (FAO)",NA,1973,417409
"Low Income Food Deficit Countries (FAO)",NA,1974,423820
"Low Income Food Deficit Countries (FAO)",NA,1975,455062
"Low Income Food Deficit Countries (FAO)",NA,1976,435755
"Low Income Food Deficit Countries (FAO)",NA,1977,424617
"Low Income Food Deficit Countries (FAO)",NA,1978,439900
"Low Income Food Deficit Countries (FAO)",NA,1979,433450
"Low Income Food Deficit Countries (FAO)",NA,1980,453585
"Low Income Food Deficit Countries (FAO)",NA,1981,430604
"Low Income Food Deficit Countries (FAO)",NA,1982,428585
"Low Income Food Deficit Countries (FAO)",NA,1983,414174
"Low Income Food Deficit Countries (FAO)",NA,1984,442633
"Low Income Food Deficit Countries (FAO)",NA,1985,474396
"Low Income Food Deficit Countries (FAO)",NA,1986,457632
"Low Income Food Deficit Countries (FAO)",NA,1987,462220
"Low Income Food Deficit Countries (FAO)",NA,1988,474187
"Low Income Food Deficit Countries (FAO)",NA,1989,516816
"Low Income Food Deficit Countries (FAO)",NA,1990,532768
"Low Income Food Deficit Countries (FAO)",NA,1991,509650
"Low Income Food Deficit Countries (FAO)",NA,1992,493071
"Low Income Food Deficit Countries (FAO)",NA,1993,506424
"Low Income Food Deficit Countries (FAO)",NA,1994,501635
"Low Income Food Deficit Countries (FAO)",NA,1995,525848
"Low Income Food Deficit Countries (FAO)",NA,1996,557226
"Low Income Food Deficit Countries (FAO)",NA,1997,517653
"Low Income Food Deficit Countries (FAO)",NA,1998,512770
"Low Income Food Deficit Countries (FAO)",NA,1999,503773
"Low Income Food Deficit Countries (FAO)",NA,2000,529398
"Low Income Food Deficit Countries (FAO)",NA,2001,532644
"Low Income Food Deficit Countries (FAO)",NA,2002,547792
"Low Income Food Deficit Countries (FAO)",NA,2003,558362
"Low Income Food Deficit Countries (FAO)",NA,2004,577571
"Low Income Food Deficit Countries (FAO)",NA,2005,606857
"Low Income Food Deficit Countries (FAO)",NA,2006,634034
"Low Income Food Deficit Countries (FAO)",NA,2007,658687
"Low Income Food Deficit Countries (FAO)",NA,2008,677524.94
"Low Income Food Deficit Countries (FAO)",NA,2009,698851.25
"Low Income Food Deficit Countries (FAO)",NA,2010,790171.5
"Low Income Food Deficit Countries (FAO)",NA,2011,823627.7
"Low Income Food Deficit Countries (FAO)",NA,2012,766374.25
"Low Income Food Deficit Countries (FAO)",NA,2013,850251.94
"Low Income Food Deficit Countries (FAO)",NA,2014,881993.6
"Low Income Food Deficit Countries (FAO)",NA,2015,906390.75
"Low Income Food Deficit Countries (FAO)",NA,2016,965628.56
"Low Income Food Deficit Countries (FAO)",NA,2017,1068990.5
"Low Income Food Deficit Countries (FAO)",NA,2018,1075771.2
"Low Income Food Deficit Countries (FAO)",NA,2019,1131525.6
"Low Income Food Deficit Countries (FAO)",NA,2020,1167700.1
"Low Income Food Deficit Countries (FAO)",NA,2021,1129868.4
"Low Income Food Deficit Countries (FAO)",NA,2022,1174980.5
"Low-income countries",NA,1961,284090
"Low-income countries",NA,1962,290250
"Low-income countries",NA,1963,288400
"Low-income countries",NA,1964,276150
"Low-income countries",NA,1965,232800
"Low-income countries",NA,1966,238800
"Low-income countries",NA,1967,276400
"Low-income countries",NA,1968,317240
"Low-income countries",NA,1969,323670
"Low-income countries",NA,1970,313490
"Low-income countries",NA,1971,302080
"Low-income countries",NA,1972,289400
"Low-income countries",NA,1973,269820
"Low-income countries",NA,1974,264985
"Low-income countries",NA,1975,272520
"Low-income countries",NA,1976,268355
"Low-income countries",NA,1977,265285
"Low-income countries",NA,1978,267100
"Low-income countries",NA,1979,266050
"Low-income countries",NA,1980,266985
"Low-income countries",NA,1981,261510
"Low-income countries",NA,1982,256700
"Low-income countries",NA,1983,245600
"Low-income countries",NA,1984,259700
"Low-income countries",NA,1985,269700
"Low-income countries",NA,1986,259100
"Low-income countries",NA,1987,269350
"Low-income countries",NA,1988,281830
"Low-income countries",NA,1989,279101
"Low-income countries",NA,1990,280454
"Low-income countries",NA,1991,293632
"Low-income countries",NA,1992,291769
"Low-income countries",NA,1993,292204
"Low-income countries",NA,1994,284912
"Low-income countries",NA,1995,303727
"Low-income countries",NA,1996,290664
"Low-income countries",NA,1997,283493
"Low-income countries",NA,1998,272821
"Low-income countries",NA,1999,268893
"Low-income countries",NA,2000,268265
"Low-income countries",NA,2001,266153
"Low-income countries",NA,2002,268567
"Low-income countries",NA,2003,274665
"Low-income countries",NA,2004,278508
"Low-income countries",NA,2005,277712
"Low-income countries",NA,2006,290879
"Low-income countries",NA,2007,302644
"Low-income countries",NA,2008,306858
"Low-income countries",NA,2009,311488
"Low-income countries",NA,2010,304523.1
"Low-income countries",NA,2011,309001.7
"Low-income countries",NA,2012,358374.28
"Low-income countries",NA,2013,413151.9
"Low-income countries",NA,2014,424074.66
"Low-income countries",NA,2015,426637.5
"Low-income countries",NA,2016,429305.38
"Low-income countries",NA,2017,461909.56
"Low-income countries",NA,2018,467456
"Low-income countries",NA,2019,488870.3
"Low-income countries",NA,2020,479674
"Low-income countries",NA,2021,484381.94
"Low-income countries",NA,2022,489595.44
"Lower-middle-income countries",NA,1961,846332
"Lower-middle-income countries",NA,1962,819244
"Lower-middle-income countries",NA,1963,855239
"Lower-middle-income countries",NA,1964,883202
"Lower-middle-income countries",NA,1965,903707
"Lower-middle-income countries",NA,1966,911094
"Lower-middle-income countries",NA,1967,822177
"Lower-middle-income countries",NA,1968,836931
"Lower-middle-income countries",NA,1969,873351
"Lower-middle-income countries",NA,1970,767399
"Lower-middle-income countries",NA,1971,779302
"Lower-middle-income countries",NA,1972,761450
"Lower-middle-income countries",NA,1973,763739
"Lower-middle-income countries",NA,1974,879850
"Lower-middle-income countries",NA,1975,942342
"Lower-middle-income countries",NA,1976,951385
"Lower-middle-income countries",NA,1977,930676
"Lower-middle-income countries",NA,1978,967361
"Lower-middle-income countries",NA,1979,1081780
"Lower-middle-income countries",NA,1980,1160608
"Lower-middle-income countries",NA,1981,1014125
"Lower-middle-income countries",NA,1982,1062423
"Lower-middle-income countries",NA,1983,1056328
"Lower-middle-income countries",NA,1984,1144231
"Lower-middle-income countries",NA,1985,1296582
"Lower-middle-income countries",NA,1986,1398624
"Lower-middle-income countries",NA,1987,1467476
"Lower-middle-income countries",NA,1988,1419126
"Lower-middle-income countries",NA,1989,1519777
"Lower-middle-income countries",NA,1990,1647706
"Lower-middle-income countries",NA,1991,1695703
"Lower-middle-income countries",NA,1992,1783264
"Lower-middle-income countries",NA,1993,1837107
"Lower-middle-income countries",NA,1994,1854147
"Lower-middle-income countries",NA,1995,1873484
"Lower-middle-income countries",NA,1996,1899676
"Lower-middle-income countries",NA,1997,1839831
"Lower-middle-income countries",NA,1998,1963799
"Lower-middle-income countries",NA,1999,2042998
"Lower-middle-income countries",NA,2000,2100346
"Lower-middle-income countries",NA,2001,2096125
"Lower-middle-income countries",NA,2002,2183314
"Lower-middle-income countries",NA,2003,2264969
"Lower-middle-income countries",NA,2004,2464597
"Lower-middle-income countries",NA,2005,2548645
"Lower-middle-income countries",NA,2006,2812755
"Lower-middle-income countries",NA,2007,2890262
"Lower-middle-income countries",NA,2008,3040700
"Lower-middle-income countries",NA,2009,3023513.2
"Lower-middle-income countries",NA,2010,2986675.2
"Lower-middle-income countries",NA,2011,3090820.2
"Lower-middle-income countries",NA,2012,3016373.8
"Lower-middle-income countries",NA,2013,2978522.8
"Lower-middle-income countries",NA,2014,3565034.8
"Lower-middle-income countries",NA,2015,3814826.8
"Lower-middle-income countries",NA,2016,3614170.2
"Lower-middle-income countries",NA,2017,4470961.5
"Lower-middle-income countries",NA,2018,4544994
"Lower-middle-income countries",NA,2019,4274582.5
"Lower-middle-income countries",NA,2020,4417311.5
"Lower-middle-income countries",NA,2021,4604462.5
"Lower-middle-income countries",NA,2022,4723704.5
"Madagascar","MDG",1961,0
"Madagascar","MDG",1962,0
"Madagascar","MDG",1963,0
"Madagascar","MDG",1964,0
"Madagascar","MDG",1965,0
"Madagascar","MDG",1966,0
"Madagascar","MDG",1967,0
"Madagascar","MDG",1968,0
"Madagascar","MDG",1969,0
"Madagascar","MDG",1970,0
"Madagascar","MDG",1971,0
"Madagascar","MDG",1972,0
"Madagascar","MDG",1973,430
"Madagascar","MDG",1974,925
"Madagascar","MDG",1975,2700
"Madagascar","MDG",1976,1035
"Madagascar","MDG",1977,2285
"Madagascar","MDG",1978,2300
"Madagascar","MDG",1979,2300
"Madagascar","MDG",1980,1885
"Madagascar","MDG",1981,2010
"Madagascar","MDG",1982,2700
"Madagascar","MDG",1983,2700
"Madagascar","MDG",1984,2800
"Madagascar","MDG",1985,2900
"Madagascar","MDG",1986,3000
"Madagascar","MDG",1987,3200
"Madagascar","MDG",1988,3400
"Madagascar","MDG",1989,3600
"Madagascar","MDG",1990,3800
"Madagascar","MDG",1991,3800
"Madagascar","MDG",1992,3850
"Madagascar","MDG",1993,4000
"Madagascar","MDG",1994,3400
"Madagascar","MDG",1995,3600
"Madagascar","MDG",1996,3400
"Madagascar","MDG",1997,3500
"Madagascar","MDG",1998,3500
"Madagascar","MDG",1999,3700
"Madagascar","MDG",2000,3500
"Madagascar","MDG",2001,3182
"Madagascar","MDG",2002,3499
"Madagascar","MDG",2003,3575
"Madagascar","MDG",2004,3607
"Madagascar","MDG",2005,3594
"Madagascar","MDG",2006,3482
"Madagascar","MDG",2007,3841
"Madagascar","MDG",2008,4131
"Madagascar","MDG",2009,4021
"Madagascar","MDG",2010,3961.76
"Madagascar","MDG",2011,4057.39
"Madagascar","MDG",2012,4155.97
"Madagascar","MDG",2013,4058.61
"Madagascar","MDG",2014,4006.67
"Madagascar","MDG",2015,4174
"Madagascar","MDG",2016,4185
"Madagascar","MDG",2017,4182
"Madagascar","MDG",2018,4178
"Madagascar","MDG",2019,4025.76
"Madagascar","MDG",2020,4147.42
"Madagascar","MDG",2021,4016.68
"Madagascar","MDG",2022,4098.68
"Malaysia","MYS",1961,94846
"Malaysia","MYS",1962,108171
"Malaysia","MYS",1963,125691
"Malaysia","MYS",1964,122913
"Malaysia","MYS",1965,150411
"Malaysia","MYS",1966,189687
"Malaysia","MYS",1967,225758
"Malaysia","MYS",1968,282984
"Malaysia","MYS",1969,352096
"Malaysia","MYS",1970,431069
"Malaysia","MYS",1971,580389
"Malaysia","MYS",1972,718580
"Malaysia","MYS",1973,812614
"Malaysia","MYS",1974,1045975
"Malaysia","MYS",1975,1257573
"Malaysia","MYS",1976,1391965
"Malaysia","MYS",1977,1612747
"Malaysia","MYS",1978,1785525
"Malaysia","MYS",1979,2188699
"Malaysia","MYS",1980,2573173
"Malaysia","MYS",1981,2822144
"Malaysia","MYS",1982,3510920
"Malaysia","MYS",1983,3016481
"Malaysia","MYS",1984,3714795
"Malaysia","MYS",1985,4134463
"Malaysia","MYS",1986,4542249
"Malaysia","MYS",1987,4531960
"Malaysia","MYS",1988,5027496
"Malaysia","MYS",1989,6056501
"Malaysia","MYS",1990,6094622
"Malaysia","MYS",1991,6141353
"Malaysia","MYS",1992,6373460
"Malaysia","MYS",1993,7402930
"Malaysia","MYS",1994,7220630
"Malaysia","MYS",1995,7810546
"Malaysia","MYS",1996,8385890
"Malaysia","MYS",1997,9068730
"Malaysia","MYS",1998,8319680
"Malaysia","MYS",1999,10553918
"Malaysia","MYS",2000,10842095
"Malaysia","MYS",2001,11804000
"Malaysia","MYS",2002,11909300
"Malaysia","MYS",2003,13354800
"Malaysia","MYS",2004,13976200
"Malaysia","MYS",2005,14961700
"Malaysia","MYS",2006,15880700
"Malaysia","MYS",2007,15823745
"Malaysia","MYS",2008,17734440
"Malaysia","MYS",2009,17564936
"Malaysia","MYS",2010,16993716
"Malaysia","MYS",2011,18911520
"Malaysia","MYS",2012,18785030
"Malaysia","MYS",2013,19216460
"Malaysia","MYS",2014,19667016
"Malaysia","MYS",2015,19961580
"Malaysia","MYS",2016,17319176
"Malaysia","MYS",2017,19919332
"Malaysia","MYS",2018,19516140
"Malaysia","MYS",2019,19858368
"Malaysia","MYS",2020,19140612
"Malaysia","MYS",2021,18116354
"Malaysia","MYS",2022,18453420
"Melanesia","OWID_MNS",1961,200
"Melanesia","OWID_MNS",1962,200
"Melanesia","OWID_MNS",1963,200
"Melanesia","OWID_MNS",1964,200
"Melanesia","OWID_MNS",1965,200
"Melanesia","OWID_MNS",1966,200
"Melanesia","OWID_MNS",1967,200
"Melanesia","OWID_MNS",1968,200
"Melanesia","OWID_MNS",1969,400
"Melanesia","OWID_MNS",1970,400
"Melanesia","OWID_MNS",1971,1500
"Melanesia","OWID_MNS",1972,5500
"Melanesia","OWID_MNS",1973,10500
"Melanesia","OWID_MNS",1974,11000
"Melanesia","OWID_MNS",1975,22300
"Melanesia","OWID_MNS",1976,34535
"Melanesia","OWID_MNS",1977,37044
"Melanesia","OWID_MNS",1978,40911
"Melanesia","OWID_MNS",1979,48010
"Melanesia","OWID_MNS",1980,49228
"Melanesia","OWID_MNS",1981,68081
"Melanesia","OWID_MNS",1982,99238
"Melanesia","OWID_MNS",1983,103654
"Melanesia","OWID_MNS",1984,140666
"Melanesia","OWID_MNS",1985,143000
"Melanesia","OWID_MNS",1986,146560
"Melanesia","OWID_MNS",1987,142999
"Melanesia","OWID_MNS",1988,125227
"Melanesia","OWID_MNS",1989,153090
"Melanesia","OWID_MNS",1990,167104
"Melanesia","OWID_MNS",1991,202518
"Melanesia","OWID_MNS",1992,232854
"Melanesia","OWID_MNS",1993,253786
"Melanesia","OWID_MNS",1994,254537
"Melanesia","OWID_MNS",1995,252974
"Melanesia","OWID_MNS",1996,300486
"Melanesia","OWID_MNS",1997,277745
"Melanesia","OWID_MNS",1998,312077
"Melanesia","OWID_MNS",1999,330000
"Melanesia","OWID_MNS",2000,371000
"Melanesia","OWID_MNS",2001,365000
"Melanesia","OWID_MNS",2002,350000
"Melanesia","OWID_MNS",2003,359000
"Melanesia","OWID_MNS",2004,379000
"Melanesia","OWID_MNS",2005,345000
"Melanesia","OWID_MNS",2006,401000
"Melanesia","OWID_MNS",2007,419400
"Melanesia","OWID_MNS",2008,504000
"Melanesia","OWID_MNS",2009,503100
"Melanesia","OWID_MNS",2010,516600
"Melanesia","OWID_MNS",2011,611600
"Melanesia","OWID_MNS",2012,553000
"Melanesia","OWID_MNS",2013,537000
"Melanesia","OWID_MNS",2014,573000
"Melanesia","OWID_MNS",2015,564000
"Melanesia","OWID_MNS",2016,599000
"Melanesia","OWID_MNS",2017,683000
"Melanesia","OWID_MNS",2018,686000
"Melanesia","OWID_MNS",2019,648000
"Melanesia","OWID_MNS",2020,705000
"Melanesia","OWID_MNS",2021,795000
"Melanesia","OWID_MNS",2022,848000
"Mexico","MEX",1961,20240
"Mexico","MEX",1962,23400
"Mexico","MEX",1963,18800
"Mexico","MEX",1964,20600
"Mexico","MEX",1965,20700
"Mexico","MEX",1966,20800
"Mexico","MEX",1967,18500
"Mexico","MEX",1968,20200
"Mexico","MEX",1969,14900
"Mexico","MEX",1970,11200
"Mexico","MEX",1971,12000
"Mexico","MEX",1972,10087
"Mexico","MEX",1973,10500
"Mexico","MEX",1974,10900
"Mexico","MEX",1975,8300
"Mexico","MEX",1976,11900
"Mexico","MEX",1977,6000
"Mexico","MEX",1978,6000
"Mexico","MEX",1979,7000
"Mexico","MEX",1980,6700
"Mexico","MEX",1981,4000
"Mexico","MEX",1982,2000
"Mexico","MEX",1983,2000
"Mexico","MEX",1984,1500
"Mexico","MEX",1985,1500
"Mexico","MEX",1986,1500
"Mexico","MEX",1987,2000
"Mexico","MEX",1988,1800
"Mexico","MEX",1989,1800
"Mexico","MEX",1990,4500
"Mexico","MEX",1991,3000
"Mexico","MEX",1992,3286
"Mexico","MEX",1993,7700
"Mexico","MEX",1994,5000
"Mexico","MEX",1995,5700
"Mexico","MEX",1996,7200
"Mexico","MEX",1997,6500
"Mexico","MEX",1998,12350
"Mexico","MEX",1999,18000
"Mexico","MEX",2000,26200
"Mexico","MEX",2001,34000
"Mexico","MEX",2002,36000
"Mexico","MEX",2003,39500
"Mexico","MEX",2004,41000
"Mexico","MEX",2005,42600
"Mexico","MEX",2006,50000
"Mexico","MEX",2007,57000
"Mexico","MEX",2008,62000
"Mexico","MEX",2009,65000
"Mexico","MEX",2010,68000
"Mexico","MEX",2011,73000
"Mexico","MEX",2012,75000
"Mexico","MEX",2013,77000
"Mexico","MEX",2014,83000
"Mexico","MEX",2015,87000
"Mexico","MEX",2016,90000
"Mexico","MEX",2017,183400
"Mexico","MEX",2018,206600
"Mexico","MEX",2019,271300
"Mexico","MEX",2020,299200
"Mexico","MEX",2021,320100
"Mexico","MEX",2022,357600
"Middle Africa (FAO)",NA,1961,315582
"Middle Africa (FAO)",NA,1962,322006
"Middle Africa (FAO)",NA,1963,327091
"Middle Africa (FAO)",NA,1964,319831
"Middle Africa (FAO)",NA,1965,274866
"Middle Africa (FAO)",NA,1966,269764
"Middle Africa (FAO)",NA,1967,322769
"Middle Africa (FAO)",NA,1968,368367
"Middle Africa (FAO)",NA,1969,372937
"Middle Africa (FAO)",NA,1970,358952
"Middle Africa (FAO)",NA,1971,346979
"Middle Africa (FAO)",NA,1972,337454
"Middle Africa (FAO)",NA,1973,330553
"Middle Africa (FAO)",NA,1974,323539
"Middle Africa (FAO)",NA,1975,328842
"Middle Africa (FAO)",NA,1976,300900
"Middle Africa (FAO)",NA,1977,293932
"Middle Africa (FAO)",NA,1978,313000
"Middle Africa (FAO)",NA,1979,311500
"Middle Africa (FAO)",NA,1980,320200
"Middle Africa (FAO)",NA,1981,301194
"Middle Africa (FAO)",NA,1982,292985
"Middle Africa (FAO)",NA,1983,279174
"Middle Africa (FAO)",NA,1984,299933
"Middle Africa (FAO)",NA,1985,328636
"Middle Africa (FAO)",NA,1986,328732
"Middle Africa (FAO)",NA,1987,335946
"Middle Africa (FAO)",NA,1988,352913
"Middle Africa (FAO)",NA,1989,399924
"Middle Africa (FAO)",NA,1990,412207
"Middle Africa (FAO)",NA,1991,384896
"Middle Africa (FAO)",NA,1992,374792
"Middle Africa (FAO)",NA,1993,380899
"Middle Africa (FAO)",NA,1994,371272
"Middle Africa (FAO)",NA,1995,396084
"Middle Africa (FAO)",NA,1996,426518
"Middle Africa (FAO)",NA,1997,384476
"Middle Africa (FAO)",NA,1998,388675
"Middle Africa (FAO)",NA,1999,380531
"Middle Africa (FAO)",NA,2000,384883
"Middle Africa (FAO)",NA,2001,386967
"Middle Africa (FAO)",NA,2002,407850
"Middle Africa (FAO)",NA,2003,417359
"Middle Africa (FAO)",NA,2004,432642
"Middle Africa (FAO)",NA,2005,462416
"Middle Africa (FAO)",NA,2006,476702
"Middle Africa (FAO)",NA,2007,494835
"Middle Africa (FAO)",NA,2008,495852
"Middle Africa (FAO)",NA,2009,516550
"Middle Africa (FAO)",NA,2010,635750
"Middle Africa (FAO)",NA,2011,662006
"Middle Africa (FAO)",NA,2012,594670
"Middle Africa (FAO)",NA,2013,649790
"Middle Africa (FAO)",NA,2014,657987
"Middle Africa (FAO)",NA,2015,674496.1
"Middle Africa (FAO)",NA,2016,735549.56
"Middle Africa (FAO)",NA,2017,787261.44
"Middle Africa (FAO)",NA,2018,783545.25
"Middle Africa (FAO)",NA,2019,777205.06
"Middle Africa (FAO)",NA,2020,838104.3
"Middle Africa (FAO)",NA,2021,815734.25
"Middle Africa (FAO)",NA,2022,879478.44
"Net Food Importing Developing Countries (FAO)",NA,1961,395850
"Net Food Importing Developing Countries (FAO)",NA,1962,402614
"Net Food Importing Developing Countries (FAO)",NA,1963,402809
"Net Food Importing Developing Countries (FAO)",NA,1964,397372
"Net Food Importing Developing Countries (FAO)",NA,1965,354077
"Net Food Importing Developing Countries (FAO)",NA,1966,365744
"Net Food Importing Developing Countries (FAO)",NA,1967,407027
"Net Food Importing Developing Countries (FAO)",NA,1968,460151
"Net Food Importing Developing Countries (FAO)",NA,1969,485821
"Net Food Importing Developing Countries (FAO)",NA,1970,492889
"Net Food Importing Developing Countries (FAO)",NA,1971,480832
"Net Food Importing Developing Countries (FAO)",NA,1972,482650
"Net Food Importing Developing Countries (FAO)",NA,1973,482959
"Net Food Importing Developing Countries (FAO)",NA,1974,533435
"Net Food Importing Developing Countries (FAO)",NA,1975,566612
"Net Food Importing Developing Countries (FAO)",NA,1976,558800
"Net Food Importing Developing Countries (FAO)",NA,1977,530341
"Net Food Importing Developing Countries (FAO)",NA,1978,550453
"Net Food Importing Developing Countries (FAO)",NA,1979,542859
"Net Food Importing Developing Countries (FAO)",NA,1980,617099
"Net Food Importing Developing Countries (FAO)",NA,1981,583926
"Net Food Importing Developing Countries (FAO)",NA,1982,607024
"Net Food Importing Developing Countries (FAO)",NA,1983,609335
"Net Food Importing Developing Countries (FAO)",NA,1984,639652
"Net Food Importing Developing Countries (FAO)",NA,1985,648649
"Net Food Importing Developing Countries (FAO)",NA,1986,686030
"Net Food Importing Developing Countries (FAO)",NA,1987,712408
"Net Food Importing Developing Countries (FAO)",NA,1988,701894
"Net Food Importing Developing Countries (FAO)",NA,1989,710225
"Net Food Importing Developing Countries (FAO)",NA,1990,787098
"Net Food Importing Developing Countries (FAO)",NA,1991,807712
"Net Food Importing Developing Countries (FAO)",NA,1992,849183
"Net Food Importing Developing Countries (FAO)",NA,1993,867997
"Net Food Importing Developing Countries (FAO)",NA,1994,869527
"Net Food Importing Developing Countries (FAO)",NA,1995,893803
"Net Food Importing Developing Countries (FAO)",NA,1996,930923
"Net Food Importing Developing Countries (FAO)",NA,1997,882285
"Net Food Importing Developing Countries (FAO)",NA,1998,894656
"Net Food Importing Developing Countries (FAO)",NA,1999,927022
"Net Food Importing Developing Countries (FAO)",NA,2000,937399
"Net Food Importing Developing Countries (FAO)",NA,2001,919835
"Net Food Importing Developing Countries (FAO)",NA,2002,942219
"Net Food Importing Developing Countries (FAO)",NA,2003,941791
"Net Food Importing Developing Countries (FAO)",NA,2004,1057080
"Net Food Importing Developing Countries (FAO)",NA,2005,1070340
"Net Food Importing Developing Countries (FAO)",NA,2006,1161121
"Net Food Importing Developing Countries (FAO)",NA,2007,1198544
"Net Food Importing Developing Countries (FAO)",NA,2008,1277188.9
"Net Food Importing Developing Countries (FAO)",NA,2009,1310947.2
"Net Food Importing Developing Countries (FAO)",NA,2010,1418230.4
"Net Food Importing Developing Countries (FAO)",NA,2011,1467433.9
"Net Food Importing Developing Countries (FAO)",NA,2012,1615035.9
"Net Food Importing Developing Countries (FAO)",NA,2013,1696669.6
"Net Food Importing Developing Countries (FAO)",NA,2014,1779068.4
"Net Food Importing Developing Countries (FAO)",NA,2015,1869568
"Net Food Importing Developing Countries (FAO)",NA,2016,2144046.8
"Net Food Importing Developing Countries (FAO)",NA,2017,2317809.2
"Net Food Importing Developing Countries (FAO)",NA,2018,2298354.5
"Net Food Importing Developing Countries (FAO)",NA,2019,2477873
"Net Food Importing Developing Countries (FAO)",NA,2020,2487643.5
"Net Food Importing Developing Countries (FAO)",NA,2021,2627043
"Net Food Importing Developing Countries (FAO)",NA,2022,2659310.5
"Nicaragua","NIC",1961,0
"Nicaragua","NIC",1962,0
"Nicaragua","NIC",1963,0
"Nicaragua","NIC",1964,0
"Nicaragua","NIC",1965,0
"Nicaragua","NIC",1966,0
"Nicaragua","NIC",1967,0
"Nicaragua","NIC",1968,1500
"Nicaragua","NIC",1969,1500
"Nicaragua","NIC",1970,1500
"Nicaragua","NIC",1971,1500
"Nicaragua","NIC",1972,1500
"Nicaragua","NIC",1973,2000
"Nicaragua","NIC",1974,2000
"Nicaragua","NIC",1975,2000
"Nicaragua","NIC",1976,2000
"Nicaragua","NIC",1977,2000
"Nicaragua","NIC",1978,3000
"Nicaragua","NIC",1979,3000
"Nicaragua","NIC",1980,3000
"Nicaragua","NIC",1981,3000
"Nicaragua","NIC",1982,3000
"Nicaragua","NIC",1983,3200
"Nicaragua","NIC",1984,3200
"Nicaragua","NIC",1985,3200
"Nicaragua","NIC",1986,3280
"Nicaragua","NIC",1987,3360
"Nicaragua","NIC",1988,3450
"Nicaragua","NIC",1989,3520
"Nicaragua","NIC",1990,3680
"Nicaragua","NIC",1991,3750
"Nicaragua","NIC",1992,2933
"Nicaragua","NIC",1993,4000
"Nicaragua","NIC",1994,6000
"Nicaragua","NIC",1995,6200
"Nicaragua","NIC",1996,7500
"Nicaragua","NIC",1997,8000
"Nicaragua","NIC",1998,8000
"Nicaragua","NIC",1999,8000
"Nicaragua","NIC",2000,8200
"Nicaragua","NIC",2001,8000
"Nicaragua","NIC",2002,8000
"Nicaragua","NIC",2003,8000
"Nicaragua","NIC",2004,8400
"Nicaragua","NIC",2005,8600
"Nicaragua","NIC",2006,8800
"Nicaragua","NIC",2007,9000
"Nicaragua","NIC",2008,9500
"Nicaragua","NIC",2009,11000
"Nicaragua","NIC",2010,13000
"Nicaragua","NIC",2011,13000
"Nicaragua","NIC",2012,13000
"Nicaragua","NIC",2013,30000
"Nicaragua","NIC",2014,42000
"Nicaragua","NIC",2015,59594
"Nicaragua","NIC",2016,50458
"Nicaragua","NIC",2017,74300
"Nicaragua","NIC",2018,80000
"Nicaragua","NIC",2019,128000
"Nicaragua","NIC",2020,133950
"Nicaragua","NIC",2021,140647.5
"Nicaragua","NIC",2022,155192
"Nigeria","NGA",1961,669000
"Nigeria","NGA",1962,640000
"Nigeria","NGA",1963,657000
"Nigeria","NGA",1964,676000
"Nigeria","NGA",1965,687000
"Nigeria","NGA",1966,713000
