"Entity","Code","Year","avocados__00000572__production__005510__tonnes"
"Colombia","COL",1962,12200
"Colombia","COL",1963,12300
"Colombia","COL",1964,12400
"Colombia","COL",1965,12500
"Colombia","COL",1966,12600
"Colombia","COL",1967,12700
"Colombia","COL",1968,12800
"Colombia","COL",1969,12900
"Colombia","COL",1970,13000
"Colombia","COL",1971,13000
"Colombia","COL",1972,13100
"Colombia","COL",1973,13200
"Colombia","COL",1974,13300
"Colombia","COL",1975,13298
"Colombia","COL",1976,15370
"Colombia","COL",1977,15420
"Colombia","COL",1978,15500
"Colombia","COL",1979,15650
"Colombia","COL",1980,15700
"Colombia","COL",1981,18340
"Colombia","COL",1982,16470
"Colombia","COL",1983,25900
"Colombia","COL",1984,18843
"Colombia","COL",1985,32500
"Colombia","COL",1986,49006
"Colombia","COL",1987,51351
"Colombia","COL",1988,76166
"Colombia","COL",1989,81075
"Colombia","COL",1990,57064
"Colombia","COL",1991,72102
"Colombia","COL",1992,73815
"Colombia","COL",1993,74000
"Colombia","COL",1994,86924.34
"Colombia","COL",1995,1e+05
"Colombia","COL",1996,114000
"Colombia","COL",1997,126000
"Colombia","COL",1998,74000
"Colombia","COL",1999,158505
"Colombia","COL",2000,131664
"Colombia","COL",2001,137065
"Colombia","COL",2002,142700
"Colombia","COL",2003,163177
"Colombia","COL",2004,170985
"Colombia","COL",2005,171603
"Colombia","COL",2006,191710
"Colombia","COL",2007,193996
"Colombia","COL",2008,183968
"Colombia","COL",2009,189029
"Colombia","COL",2010,205443
"Colombia","COL",2011,215089
"Colombia","COL",2012,255384
"Colombia","COL",2013,294997.28
"Colombia","COL",2014,288739.25
"Colombia","COL",2015,309852.03
"Colombia","COL",2016,294389.28
"Colombia","COL",2017,308166
"Colombia","COL",2018,445075
"Colombia","COL",2019,535021
"Colombia","COL",2020,829146.7
"Colombia","COL",2021,979617.75
"Colombia","COL",2022,1090664
"Colombia","COL",2023,1085765.8
"Congo","COG",1961,6500
"Congo","COG",1962,6500
"Congo","COG",1963,6500
"Congo","COG",1964,6000
"Congo","COG",1965,6000
"Congo","COG",1966,6000
"Congo","COG",1967,6500
"Congo","COG",1968,6500
"Congo","COG",1969,6500
"Congo","COG",1970,6500
"Congo","COG",1971,6500
"Congo","COG",1972,6500
"Congo","COG",1973,6500
"Congo","COG",1974,6200
"Congo","COG",1975,6200
"Congo","COG",1976,6500
"Congo","COG",1977,6500
"Congo","COG",1978,6500
"Congo","COG",1979,6000
"Congo","COG",1980,6000
"Congo","COG",1981,5500
"Congo","COG",1982,5500
"Congo","COG",1983,5500
"Congo","COG",1984,5300
"Congo","COG",1985,5300
"Congo","COG",1986,5400
"Congo","COG",1987,5500
"Congo","COG",1988,5500
"Congo","COG",1989,5500
"Congo","COG",1990,5300
"Congo","COG",1991,5500
"Congo","COG",1992,5486.74
"Congo","COG",1993,5466.1
"Congo","COG",1994,5400
"Congo","COG",1995,5447.89
"Congo","COG",1996,5500
"Congo","COG",1997,5732
"Congo","COG",1998,5675
"Congo","COG",1999,5574
"Congo","COG",2000,5361
"Congo","COG",2001,5400
"Congo","COG",2002,6196
"Congo","COG",2003,6297
"Congo","COG",2004,6570
"Congo","COG",2005,6800
"Congo","COG",2006,7000
"Congo","COG",2007,7200
"Congo","COG",2008,7500
"Congo","COG",2009,7800
"Congo","COG",2010,8053.78
"Congo","COG",2011,8294.24
"Congo","COG",2012,8550.45
"Congo","COG",2013,8789.69
"Congo","COG",2014,9017.12
"Congo","COG",2015,9297.9
"Congo","COG",2016,9034.9
"Congo","COG",2017,9103
"Congo","COG",2018,9159.15
"Congo","COG",2019,9228.19
"Congo","COG",2020,9491
"Congo","COG",2021,9547
"Congo","COG",2022,9422.06
"Congo","COG",2023,9486.68
"Cook Islands","COK",1961,450
"Cook Islands","COK",1962,450
"Cook Islands","COK",1963,500
"Cook Islands","COK",1964,530
"Cook Islands","COK",1965,550
"Cook Islands","COK",1966,550
"Cook Islands","COK",1967,600
"Cook Islands","COK",1968,600
"Cook Islands","COK",1969,600
"Cook Islands","COK",1970,650
"Cook Islands","COK",1971,660
"Cook Islands","COK",1972,660
"Cook Islands","COK",1973,671
"Cook Islands","COK",1974,671
"Cook Islands","COK",1975,850
"Cook Islands","COK",1976,600
"Cook Islands","COK",1977,600
"Cook Islands","COK",1978,600
"Cook Islands","COK",1979,600
"Cook Islands","COK",1980,500
"Cook Islands","COK",1981,500
"Cook Islands","COK",1982,500
"Cook Islands","COK",1983,500
"Cook Islands","COK",1984,500
"Cook Islands","COK",1985,500
"Cook Islands","COK",1986,670
"Cook Islands","COK",1987,670
"Cook Islands","COK",1988,670
"Cook Islands","COK",1989,670
"Cook Islands","COK",1990,507
"Cook Islands","COK",1991,500
"Cook Islands","COK",1992,400
"Cook Islands","COK",1993,291.75
"Cook Islands","COK",1994,200
"Cook Islands","COK",1995,159.13
"Cook Islands","COK",1996,148.87
"Cook Islands","COK",1997,150
"Cook Islands","COK",1998,150
"Cook Islands","COK",1999,140.48
"Cook Islands","COK",2000,124.06
"Cook Islands","COK",2001,101.32
"Cook Islands","COK",2002,70
"Cook Islands","COK",2003,35
"Cook Islands","COK",2004,15
"Cook Islands","COK",2005,16.62
"Cook Islands","COK",2006,16.44
"Cook Islands","COK",2007,25
"Cook Islands","COK",2008,31.22
"Cook Islands","COK",2009,32.6
"Cook Islands","COK",2010,31.46
"Cook Islands","COK",2011,28.71
"Cook Islands","COK",2012,26
"Cook Islands","COK",2013,23.53
"Cook Islands","COK",2014,22
"Cook Islands","COK",2015,20.65
"Cook Islands","COK",2016,22.06
"Cook Islands","COK",2017,21.57
"Cook Islands","COK",2018,20.48
"Cook Islands","COK",2019,21.37
"Cook Islands","COK",2020,21.14
"Cook Islands","COK",2021,21
"Cook Islands","COK",2022,21.17
"Cook Islands","COK",2023,21.1
"Costa Rica","CRI",1961,10600
"Costa Rica","CRI",1962,11000
"Costa Rica","CRI",1963,11700
"Costa Rica","CRI",1964,12200
"Costa Rica","CRI",1965,12800
"Costa Rica","CRI",1966,13300
"Costa Rica","CRI",1967,14100
"Costa Rica","CRI",1968,14800
"Costa Rica","CRI",1969,15600
"Costa Rica","CRI",1970,16300
"Costa Rica","CRI",1971,18000
"Costa Rica","CRI",1972,21000
"Costa Rica","CRI",1973,23800
"Costa Rica","CRI",1974,24000
"Costa Rica","CRI",1975,25000
"Costa Rica","CRI",1976,25500
"Costa Rica","CRI",1977,26000
"Costa Rica","CRI",1978,26000
"Costa Rica","CRI",1979,27000
"Costa Rica","CRI",1980,27500
"Costa Rica","CRI",1981,28000
"Costa Rica","CRI",1982,21275
"Costa Rica","CRI",1983,21563
"Costa Rica","CRI",1984,21850
"Costa Rica","CRI",1985,21850
"Costa Rica","CRI",1986,21850
"Costa Rica","CRI",1987,21850
"Costa Rica","CRI",1988,21850
"Costa Rica","CRI",1989,22000
"Costa Rica","CRI",1990,23000
"Costa Rica","CRI",1991,23143.67
"Costa Rica","CRI",1992,23200
"Costa Rica","CRI",1993,23300
"Costa Rica","CRI",1994,23400
"Costa Rica","CRI",1995,23500
"Costa Rica","CRI",1996,24000
"Costa Rica","CRI",1997,24000
"Costa Rica","CRI",1998,23000
"Costa Rica","CRI",1999,23000
"Costa Rica","CRI",2000,22023.09
"Costa Rica","CRI",2001,20926.37
"Costa Rica","CRI",2002,19716.47
"Costa Rica","CRI",2003,18416.56
"Costa Rica","CRI",2004,17051.42
"Costa Rica","CRI",2005,13525.29
"Costa Rica","CRI",2006,11784.14
"Costa Rica","CRI",2007,8434.49
"Costa Rica","CRI",2008,7005.63
"Costa Rica","CRI",2009,5641.63
"Costa Rica","CRI",2010,4369.55
"Costa Rica","CRI",2011,3217.48
"Costa Rica","CRI",2012,1672
"Costa Rica","CRI",2013,1115
"Costa Rica","CRI",2014,1185
"Costa Rica","CRI",2015,12158
"Costa Rica","CRI",2016,12368
"Costa Rica","CRI",2017,12368
"Costa Rica","CRI",2018,11376.2
"Costa Rica","CRI",2019,17353.9
"Costa Rica","CRI",2020,13286
"Costa Rica","CRI",2021,12996.73
"Costa Rica","CRI",2022,12466.08
"Costa Rica","CRI",2023,15387.49
"Cote d'Ivoire","CIV",1961,5000
"Cote d'Ivoire","CIV",1962,5000
"Cote d'Ivoire","CIV",1963,5000
"Cote d'Ivoire","CIV",1964,5000
"Cote d'Ivoire","CIV",1965,5000
"Cote d'Ivoire","CIV",1966,6000
"Cote d'Ivoire","CIV",1967,6000
"Cote d'Ivoire","CIV",1968,6000
"Cote d'Ivoire","CIV",1969,6000
"Cote d'Ivoire","CIV",1970,6000
"Cote d'Ivoire","CIV",1971,6000
"Cote d'Ivoire","CIV",1972,6000
"Cote d'Ivoire","CIV",1973,6300
"Cote d'Ivoire","CIV",1974,6300
"Cote d'Ivoire","CIV",1975,6300
"Cote d'Ivoire","CIV",1976,6600
"Cote d'Ivoire","CIV",1977,6600
"Cote d'Ivoire","CIV",1978,6600
"Cote d'Ivoire","CIV",1979,7000
"Cote d'Ivoire","CIV",1980,7300
"Cote d'Ivoire","CIV",1981,7300
"Cote d'Ivoire","CIV",1982,7300
"Cote d'Ivoire","CIV",1983,7500
"Cote d'Ivoire","CIV",1984,7500
"Cote d'Ivoire","CIV",1985,8500
"Cote d'Ivoire","CIV",1986,8500
"Cote d'Ivoire","CIV",1987,10000
"Cote d'Ivoire","CIV",1988,12000
"Cote d'Ivoire","CIV",1989,15000
"Cote d'Ivoire","CIV",1990,15618
"Cote d'Ivoire","CIV",1991,16538.99
"Cote d'Ivoire","CIV",1992,17430.77
"Cote d'Ivoire","CIV",1993,18000
"Cote d'Ivoire","CIV",1994,18298.71
"Cote d'Ivoire","CIV",1995,19000
"Cote d'Ivoire","CIV",1996,19460.26
"Cote d'Ivoire","CIV",1997,19967.7
"Cote d'Ivoire","CIV",1998,20319
"Cote d'Ivoire","CIV",1999,19056
"Cote d'Ivoire","CIV",2000,20032
"Cote d'Ivoire","CIV",2001,22819
"Cote d'Ivoire","CIV",2002,22802
"Cote d'Ivoire","CIV",2003,21732
"Cote d'Ivoire","CIV",2004,22826
"Cote d'Ivoire","CIV",2005,25129
"Cote d'Ivoire","CIV",2006,25958
"Cote d'Ivoire","CIV",2007,26815
"Cote d'Ivoire","CIV",2008,27700
"Cote d'Ivoire","CIV",2009,28614
"Cote d'Ivoire","CIV",2010,30076.61
"Cote d'Ivoire","CIV",2011,31713
"Cote d'Ivoire","CIV",2012,33000
"Cote d'Ivoire","CIV",2013,33944.95
"Cote d'Ivoire","CIV",2014,34809.44
"Cote d'Ivoire","CIV",2015,35252.7
"Cote d'Ivoire","CIV",2016,35799.93
"Cote d'Ivoire","CIV",2017,36459.99
"Cote d'Ivoire","CIV",2018,37157.21
"Cote d'Ivoire","CIV",2019,37881.03
"Cote d'Ivoire","CIV",2020,37166.08
"Cote d'Ivoire","CIV",2021,37401.44
"Cote d'Ivoire","CIV",2022,37482.85
"Cote d'Ivoire","CIV",2023,37350.12
"Croatia","HRV",2018,0
"Croatia","HRV",2019,0
"Croatia","HRV",2020,0
"Croatia","HRV",2021,0
"Croatia","HRV",2022,0
"Croatia","HRV",2023,0
"Cuba","CUB",1961,35000
"Cuba","CUB",1962,35000
"Cuba","CUB",1963,35983
"Cuba","CUB",1964,37779
"Cuba","CUB",1965,31818
"Cuba","CUB",1966,12997
"Cuba","CUB",1967,27541
"Cuba","CUB",1968,16150
"Cuba","CUB",1969,16492
"Cuba","CUB",1970,16080
"Cuba","CUB",1971,11839
"Cuba","CUB",1972,18368
"Cuba","CUB",1973,18428
"Cuba","CUB",1974,20853
"Cuba","CUB",1975,23359
"Cuba","CUB",1976,21181
"Cuba","CUB",1977,19593
"Cuba","CUB",1978,24389
"Cuba","CUB",1979,14100
"Cuba","CUB",1980,15030
"Cuba","CUB",1981,9985
"Cuba","CUB",1982,16171
"Cuba","CUB",1983,16966
"Cuba","CUB",1984,15012
"Cuba","CUB",1985,8643
"Cuba","CUB",1986,11184
"Cuba","CUB",1987,10631
"Cuba","CUB",1988,6181
"Cuba","CUB",1989,8753
"Cuba","CUB",1990,9000
"Cuba","CUB",1991,8525.45
"Cuba","CUB",1992,8500
"Cuba","CUB",1993,8160.06
"Cuba","CUB",1994,8500
"Cuba","CUB",1995,7500
"Cuba","CUB",1996,7500
"Cuba","CUB",1997,7500
"Cuba","CUB",1998,7500
"Cuba","CUB",1999,6990.61
"Cuba","CUB",2000,6803.53
"Cuba","CUB",2001,7500
"Cuba","CUB",2002,3500
"Cuba","CUB",2003,5313.12
"Cuba","CUB",2004,5207.34
"Cuba","CUB",2005,4851.43
"Cuba","CUB",2006,4945.6
"Cuba","CUB",2007,4638.89
"Cuba","CUB",2008,4547.06
"Cuba","CUB",2009,4319.25
"Cuba","CUB",2010,4241.06
"Cuba","CUB",2011,4052.41
"Cuba","CUB",2012,3750
"Cuba","CUB",2013,3750
"Cuba","CUB",2014,3700
"Cuba","CUB",2015,3357.05
"Cuba","CUB",2016,3602.35
"Cuba","CUB",2017,3553.13
"Cuba","CUB",2018,3504.18
"Cuba","CUB",2019,3553.22
"Cuba","CUB",2020,3536.84
"Cuba","CUB",2021,3531.41
"Cuba","CUB",2022,3540.49
"Cuba","CUB",2023,3536.25
"Cyprus","CYP",1961,40
"Cyprus","CYP",1962,45
"Cyprus","CYP",1963,45
"Cyprus","CYP",1964,45
"Cyprus","CYP",1965,50
"Cyprus","CYP",1966,50
"Cyprus","CYP",1967,50
"Cyprus","CYP",1968,50
"Cyprus","CYP",1969,55
"Cyprus","CYP",1970,55
"Cyprus","CYP",1971,55
"Cyprus","CYP",1972,55
"Cyprus","CYP",1973,50
"Cyprus","CYP",1974,50
"Cyprus","CYP",1975,50
"Cyprus","CYP",1976,55
"Cyprus","CYP",1977,55
"Cyprus","CYP",1978,55
"Cyprus","CYP",1979,55
"Cyprus","CYP",1980,58
"Cyprus","CYP",1981,61
"Cyprus","CYP",1982,91
"Cyprus","CYP",1983,220
"Cyprus","CYP",1984,250
"Cyprus","CYP",1985,300
"Cyprus","CYP",1986,500
"Cyprus","CYP",1987,500
"Cyprus","CYP",1988,550
"Cyprus","CYP",1989,750
"Cyprus","CYP",1990,250
"Cyprus","CYP",1991,830
"Cyprus","CYP",1992,950
"Cyprus","CYP",1993,800
"Cyprus","CYP",1994,750
"Cyprus","CYP",1995,1200
"Cyprus","CYP",1996,1400
"Cyprus","CYP",1997,1100
"Cyprus","CYP",1998,1100
"Cyprus","CYP",1999,1000
"Cyprus","CYP",2000,1030
"Cyprus","CYP",2001,1030
"Cyprus","CYP",2002,1030
"Cyprus","CYP",2003,1030
"Cyprus","CYP",2004,1093
"Cyprus","CYP",2005,1160
"Cyprus","CYP",2006,1050
"Cyprus","CYP",2007,1114
"Cyprus","CYP",2008,960
"Cyprus","CYP",2009,910
"Cyprus","CYP",2010,967
"Cyprus","CYP",2011,1059
"Cyprus","CYP",2012,869
"Cyprus","CYP",2013,980
"Cyprus","CYP",2014,867
"Cyprus","CYP",2015,829
"Cyprus","CYP",2016,810
"Cyprus","CYP",2017,717
"Cyprus","CYP",2018,950
"Cyprus","CYP",2019,910
"Cyprus","CYP",2020,1160
"Cyprus","CYP",2021,1210
"Cyprus","CYP",2022,1310
"Cyprus","CYP",2023,1180
"Czechia","CZE",2018,0
"Czechia","CZE",2019,0
"Czechia","CZE",2020,0
"Czechia","CZE",2021,0
"Czechia","CZE",2022,0
"Czechia","CZE",2023,0
"Democratic Republic of Congo","COD",1961,14000
